total_points,correct_decisions,total_decisions,accuracy,risk_score,awareness_score,decisions_last_7_days,failed_category,risk_level
27,0,10,0.0,90.5956662151364,16.449611272687218,3,wifi,2
66,2,17,11.76470588235294,91.29383550380881,12.062258160719322,3,social_engineering,2
157,15,97,15.463917525773196,72.25300773607668,29.611423666071005,8,password,2
593,56,72,77.77777777777779,27.168683930302933,80.67736603249011,5,social_engineering,0
134,10,20,50.0,43.96536521419557,49.74123837637872,15,password,1
141,11,90,12.222222222222221,69.67654671101926,21.902836532797327,20,social_engineering,2
113,9,17,52.94117647058824,37.14106620366026,57.6491371945305,1,phishing,1
323,31,44,70.45454545454545,46.03115666515919,59.86040890884462,7,wifi,1
181,15,44,34.090909090909086,53.369356532533544,37.32404880199612,10,phishing,2
115,7,42,16.666666666666664,80.3495428128902,21.306593888779595,12,social_engineering,2
92,5,14,35.714285714285715,78.40984190915265,31.498908414673554,0,social_engineering,2
125,11,50,22.0,82.16323343092017,24.95068844583063,7,social_engineering,2
233,23,37,62.16216216216216,49.335737863432186,51.0931759174396,20,password,1
106,7,16,43.75,55.75658004674311,35.51623813898974,13,wifi,2
370,35,82,42.68292682926829,69.7778030412031,36.84966724651109,14,wifi,2
83,7,81,8.641975308641975,75.80368768484716,26.175882478697055,5,social_engineering,2
200,17,21,80.95238095238095,16.546164461386233,75.7524954798051,10,social_engineering,0
317,27,43,62.7906976744186,22.32814433386784,69.54900136259928,12,password,1
287,27,42,64.28571428571429,48.11400739355777,60.078528995174075,0,phishing,1
366,36,57,63.1578947368421,46.621366807582696,56.76263845117887,5,phishing,1
269,26,32,81.25,31.462898729530224,75.12283725680489,8,wifi,0
626,62,71,87.32394366197182,28.93018930340969,78.64938870223565,7,password,0
192,16,97,16.49484536082474,86.12627706707178,15.309169973894672,10,social_engineering,2
102,8,46,17.391304347826086,73.61935726303584,26.72956977206499,18,wifi,2
340,32,53,60.37735849056604,45.98589776377498,52.622650442644826,8,password,1
848,83,95,87.36842105263159,14.052435815760518,82.28649594006187,16,phishing,0
167,12,44,27.27272727272727,63.869715551029344,34.82220366614489,11,password,2
298,28,74,37.83783783783784,72.1668257817599,33.310767332843234,13,phishing,2
155,12,56,21.428571428571427,83.66861893523213,18.369849685070506,14,password,2
478,45,87,51.724137931034484,50.855923732900536,56.99454206619639,15,wifi,1
37,2,12,16.666666666666664,76.33825847886402,22.529341808719735,5,phishing,2
51,5,10,50.0,60.97851566426556,41.16327591010952,5,wifi,1
10,1,14,7.142857142857142,77.01453900415872,25.611612057681057,11,wifi,2
726,68,99,68.68686868686868,45.72883707670423,56.10510616942228,19,phishing,1
144,14,23,60.86956521739131,41.456318710626206,62.596356751084116,0,phishing,1
259,24,36,66.66666666666666,21.74175752889453,73.0069118386016,9,social_engineering,1
20,1,18,5.555555555555555,91.01922902215286,9.228046528762956,7,social_engineering,2
131,9,88,10.227272727272728,81.05769050060485,11.026805555562106,17,social_engineering,2
231,23,24,95.83333333333334,18.595861097780997,79.09436545511525,0,wifi,0
292,29,99,29.292929292929294,70.25349498672993,29.49984638569535,1,wifi,2
512,49,51,96.07843137254902,24.160823872657282,78.88366131825217,0,social_engineering,0
51,4,86,4.651162790697675,91.4464639852833,17.564157066440778,0,wifi,2
559,54,60,90.0,28.76718536836587,73.24583596260125,8,wifi,0
324,32,72,44.44444444444444,59.127880204979846,45.74399811855135,12,phishing,2
566,53,61,86.88524590163934,10.683187391533037,89.44213379837102,0,phishing,0
37,0,13,0.0,86.40267523740626,16.279405390120377,12,wifi,2
199,17,32,53.125,36.614255558055255,54.804388764620214,19,social_engineering,1
148,14,24,58.333333333333336,42.29609253443803,52.791739082398905,6,password,1
513,48,52,92.3076923076923,10.91299129211615,86.32407057198662,1,social_engineering,0
143,10,38,26.31578947368421,67.85640624294987,31.593460857180403,5,password,2
234,20,45,44.44444444444444,46.83575167668469,44.077223233362986,6,social_engineering,2
231,21,22,95.45454545454545,13.822638052625999,78.97784389844036,13,phishing,0
303,26,41,63.41463414634146,27.07249453394361,68.4637916218825,17,wifi,1
503,48,80,60.0,52.43496084159456,56.995692976426454,14,wifi,1
336,32,68,47.05882352941176,55.087431082116304,41.53950905994471,1,phishing,1
9,0,95,0.0,92.28563414469586,7.355187017545792,9,password,2
229,20,37,54.054054054054056,42.39611596094607,51.52583829382179,11,password,1
585,54,75,72.0,28.064843510177887,74.15075791133748,16,password,0
72,5,51,9.803921568627452,73.09823944418949,22.515424866130004,7,phishing,2
301,27,54,50.0,38.75375369594174,55.386097872826795,10,password,1
696,68,71,95.77464788732394,23.49110897048748,76.8403435984321,2,phishing,0
89,4,66,6.0606060606060606,76.93855117112834,13.171564812080078,5,social_engineering,2
66,5,15,33.33333333333333,53.85973095361137,36.29354969937314,8,social_engineering,2
33,2,37,5.405405405405405,89.6732063212517,4.708169860785459,5,phishing,2
228,22,37,59.45945945945946,37.97059550754817,52.763831742468255,8,wifi,1
399,36,53,67.9245283018868,22.615095978661685,69.54541910395214,6,social_engineering,1
521,52,93,55.91397849462365,49.30383607649613,47.4733769102789,8,password,1
404,36,39,92.3076923076923,21.499357116390573,84.55235647520568,17,phishing,0
184,16,71,22.535211267605636,79.10876641295675,22.332206454429258,11,password,2
878,84,84,100.0,20.010939026250462,80.24241549287787,7,password,0
778,77,98,78.57142857142857,28.188604455028745,67.68117200913369,7,wifi,0
21,0,71,0.0,89.11759929045525,19.517475098201075,17,password,2
62,2,10,20.0,65.90955858708404,32.030742237659794,3,wifi,2
165,12,36,33.33333333333333,45.8836557828281,45.85819955308733,14,social_engineering,2
33,3,71,4.225352112676056,89.20396775368793,13.137362568668095,6,phishing,2
635,61,86,70.93023255813954,33.33785784947033,58.9389100200617,10,password,1
28,0,12,0.0,85.94527307655999,10.95918977947386,3,phishing,2
354,31,79,39.24050632911392,59.668287019865815,40.47995175449036,15,password,2
363,33,81,40.74074074074074,58.00471624631861,49.47973424738491,3,phishing,2
292,27,36,75.0,37.90927999111748,61.96165161568489,5,password,1
106,7,18,38.88888888888889,63.16924146908661,40.87593385154668,2,password,2
390,38,71,53.52112676056338,64.03846207765102,45.817874702330386,8,password,1
255,25,46,54.347826086956516,42.65800299059321,49.97177940736642,9,password,1
587,57,60,95.0,4.747488962634403,90.74714154775599,13,password,0
350,33,53,62.264150943396224,38.55983816986062,59.33168334209231,10,password,1
61,2,33,6.0606060606060606,86.07031301937639,12.366250551400235,17,password,2
525,49,88,55.68181818181818,45.785441388455666,52.43498011685525,11,password,1
150,11,68,16.176470588235293,86.02210821242313,22.13011183870797,11,password,2
37,0,41,0.0,88.580322012596,15.700330876741138,12,phishing,2
563,53,97,54.63917525773196,40.60507029682382,61.55303398499026,12,wifi,1
446,43,61,70.49180327868852,20.687318004226253,75.50013635302939,18,password,0
76,4,71,5.633802816901409,86.23069770579886,20.245109978627028,18,wifi,2
584,56,67,83.5820895522388,35.92740067294848,73.1738095567513,13,password,1
197,16,61,26.229508196721312,71.67766497189663,34.74630067910789,3,password,2
161,15,21,71.42857142857143,24.136382479864476,65.89491962396498,12,phishing,0
482,46,48,95.83333333333334,20.96794829608044,81.7600791075877,7,social_engineering,0
101,6,11,54.54545454545454,30.568912403959928,60.453795224882086,6,social_engineering,1
61,4,12,33.33333333333333,67.71695076076128,27.435193645913163,4,phishing,2
150,13,65,20.0,57.155254164246955,34.03523984270847,18,wifi,2
676,65,90,72.22222222222221,35.0685819887153,67.00732707027245,11,social_engineering,1
530,50,68,73.52941176470588,32.16423932192181,71.56755894793032,17,phishing,0
65,6,11,54.54545454545454,35.466310680838816,56.82344208047929,5,phishing,1
76,5,11,45.45454545454545,43.4107864831325,54.26599117776709,1,social_engineering,1
669,63,63,100.0,6.391336535766698,92.73339364334414,18,wifi,0
403,37,96,38.54166666666667,54.269055406683755,43.112005028534576,4,phishing,2
21,1,10,10.0,83.08745919849005,9.333040811213799,7,password,2
54,1,28,3.571428571428571,85.15365250770256,13.225303296046938,8,wifi,2
16,1,11,9.090909090909092,94.74745366710026,10.276107289068106,10,wifi,2
299,29,62,46.774193548387096,39.252123077525724,52.16803021313939,2,social_engineering,1
184,14,53,26.41509433962264,60.22708639368646,31.376513887951603,9,social_engineering,2
916,90,99,90.9090909090909,10.763597525279877,86.3318283114398,18,password,0
355,33,41,80.48780487804879,43.61081231789178,65.22370191448672,2,phishing,1
530,51,79,64.55696202531645,50.03004299328906,53.341409941169225,14,social_engineering,1
397,37,41,90.2439024390244,17.051809420978124,86.52158971247317,0,social_engineering,0
335,29,77,37.66233766233766,65.66684296691369,31.5715568498436,6,wifi,2
501,50,64,78.125,37.9480812688656,63.92513455530517,11,social_engineering,1
842,80,84,95.23809523809523,13.769977985380937,76.43264569517393,16,social_engineering,0
40,4,65,6.153846153846154,78.66881603912431,24.053104889066525,20,social_engineering,2
65,3,26,11.538461538461538,84.28480253157537,23.980936419949373,19,social_engineering,2
115,9,47,19.148936170212767,79.86729226068489,22.3841771062115,4,wifi,2
188,16,33,48.484848484848484,62.75538145569501,44.718590413631894,3,password,1
750,73,78,93.58974358974359,22.613601642610007,81.86585946671187,11,password,0
170,16,79,20.253164556962027,60.71556605888055,31.69560226919326,19,phishing,2
869,83,95,87.36842105263159,24.926917082203275,83.12214906351356,17,social_engineering,0
50,4,20,20.0,71.62496552976614,19.70391135734936,16,wifi,2
45,1,25,4.0,93.99716274427358,6.682186706681687,18,phishing,2
98,5,82,6.097560975609756,85.99678070111341,6.845961774755752,8,phishing,2
558,52,68,76.47058823529412,15.851607232356027,74.38252498226205,3,password,0
689,65,79,82.27848101265823,17.33044714799147,81.11023805456131,20,wifi,0
794,76,89,85.39325842696628,22.28527884501002,73.6155353080731,1,wifi,0
133,10,12,83.33333333333334,32.63444398866713,67.08556588728493,3,wifi,0
146,10,29,34.48275862068966,72.31435748861074,29.229640246080276,1,password,2
243,22,68,32.35294117647059,45.63522780810186,45.23955363807708,14,password,2
171,15,45,33.33333333333333,59.88450368625983,32.57556221621507,1,password,2
104,10,28,35.714285714285715,57.21695640081726,43.955891528191245,3,password,2
182,15,99,15.151515151515152,72.24886356515576,24.614483498297396,5,password,2
105,7,76,9.210526315789473,89.57625590529946,15.007213845689497,6,social_engineering,2
76,3,28,10.714285714285714,90.36065915649911,12.685173815339674,9,social_engineering,2
89,7,29,24.137931034482758,85.1740140690238,21.738073190774337,18,wifi,2
48,3,80,3.75,88.54959717260718,15.300259360777332,18,phishing,2
584,55,61,90.1639344262295,10.974798394063598,87.62382315373937,11,wifi,0
282,24,42,57.14285714285714,44.86696166278032,58.59237078510833,2,phishing,1
36,2,49,4.081632653061225,81.63627469767623,13.871348787432145,12,password,2
354,31,48,64.58333333333334,43.620578840264855,52.5056911352994,17,phishing,1
702,66,91,72.52747252747253,28.387949624550167,77.3917535738657,7,wifi,0
133,10,10,100.0,2.9541064949401523,95.97428383309149,4,wifi,0
178,17,20,85.0,32.111166076347764,73.85644073401929,14,phishing,0
625,60,66,90.9090909090909,14.12176815891582,92.32667931444975,0,social_engineering,0
501,50,98,51.02040816326531,54.297288429886976,52.853958323338695,2,password,1
188,18,59,30.508474576271187,72.27747189166226,36.05523282516188,7,password,2
208,20,32,62.5,33.65824082167528,64.96146358859065,3,wifi,1
79,4,40,10.0,72.14194060462003,24.23539576180275,15,social_engineering,2
186,17,51,33.33333333333333,61.84773611858556,39.79623881329672,9,phishing,2
90,9,16,56.25,49.86153354142856,47.561914927324,11,password,1
234,21,25,84.0,28.05613321611468,73.96535011988998,13,social_engineering,0
242,20,99,20.2020202020202,69.38842828473933,34.723288968137155,13,password,2
729,69,69,100.0,19.275788132965697,84.49231223687704,1,social_engineering,0
41,0,11,0.0,90.04771726365216,7.443340476750267,6,social_engineering,2
64,4,10,40.0,52.695666375091136,40.64153765888392,4,wifi,2
438,40,57,70.17543859649122,33.68213609816213,64.92845067108202,4,password,1
144,11,21,52.38095238095239,38.68832932698575,54.163553554652424,5,phishing,1
452,45,78,57.692307692307686,42.786577794935866,65.0153629087403,12,wifi,1
379,33,46,71.73913043478261,34.71239063028095,62.205158584476195,8,wifi,1
166,13,41,31.70731707317073,65.29331375991153,27.795881184554947,14,phishing,2
163,12,18,66.66666666666666,33.22621206758294,57.282743130532076,13,wifi,1
303,26,28,92.85714285714286,10.892235435830006,92.02421228989968,6,social_engineering,0
109,8,57,14.035087719298245,78.59375992055215,24.144286428542717,19,social_engineering,2
287,25,89,28.08988764044944,68.62203743448308,28.190045897142753,1,password,2
113,8,12,66.66666666666666,21.781965664247345,69.65227211270567,6,password,1
151,14,29,48.275862068965516,42.34448831546351,55.84808958244113,5,phishing,1
228,21,33,63.63636363636363,28.384972218371402,67.83937768289647,16,password,1
496,46,63,73.01587301587301,26.751183709210682,76.7912290854895,1,social_engineering,0
333,29,42,69.04761904761905,41.83266934749133,60.282915641562475,2,phishing,1
208,16,33,48.484848484848484,43.40315720114644,53.88871736280436,4,phishing,1
266,25,84,29.761904761904763,61.33753733009319,33.02031375500661,4,password,2
359,35,81,43.20987654320987,58.35284703074271,51.40787229236913,0,social_engineering,2
48,0,45,0.0,84.51021888069002,14.569813543232264,7,phishing,2
116,7,47,14.893617021276595,76.32164216858897,27.44384254701577,11,social_engineering,2
521,51,93,54.83870967741935,35.8168548560103,56.994204495556914,3,social_engineering,1
795,78,98,79.59183673469387,32.48974921603872,67.22204477714924,12,social_engineering,0
233,21,34,61.76470588235294,30.23843131356819,60.31230308382112,14,password,1
148,13,27,48.148148148148145,41.89718904920032,58.21191330900868,10,wifi,1
897,89,91,97.8021978021978,12.29082857065342,96.98951957170063,9,wifi,0
300,27,75,36.0,68.02065954377578,29.663474715940232,2,phishing,2
240,22,63,34.92063492063492,59.54711600040155,31.23280425109668,13,social_engineering,2
146,13,44,29.545454545454547,64.34817671293199,26.27093910545488,15,password,2
892,87,89,97.75280898876404,5.037889808220241,92.72184539071715,9,social_engineering,0
46,1,70,1.4285714285714286,75.70193498926784,17.498563739996044,9,social_engineering,2
455,44,50,88.0,15.796814600350269,74.67022732621345,11,password,0
255,25,42,59.523809523809526,47.38817080091933,57.7361014780842,8,wifi,1
137,13,77,16.883116883116884,68.8499061109203,30.320554066717506,0,social_engineering,2
84,6,42,14.285714285714285,69.70029311555666,26.08460232389644,4,social_engineering,2
37,2,23,8.695652173913043,90.20039781136221,17.8012658489674,19,wifi,2
164,14,30,46.666666666666664,43.18249206150172,49.1402871425088,7,password,1
231,22,57,38.59649122807017,68.07397265832465,41.04440392078173,10,phishing,2
144,13,29,44.827586206896555,54.4662963556534,41.81303799189366,11,wifi,2
125,10,17,58.82352941176471,49.40881005958153,58.35926338659209,0,phishing,1
180,14,16,87.5,18.281151488587426,83.7777060410018,10,phishing,0
214,17,76,22.36842105263158,71.17295203550833,35.36119515932142,4,wifi,2
275,25,26,96.15384615384616,20.031359261547394,89.6489040026619,14,social_engineering,0
416,37,42,88.09523809523809,10.069487539321287,85.69862121705363,4,phishing,0
371,34,57,59.64912280701754,58.301978763446364,50.9207309447055,11,phishing,1
149,14,85,16.470588235294116,75.38201782141732,22.40762007663109,4,password,2
645,63,68,92.64705882352942,23.405958639373043,74.3042794553654,16,social_engineering,0
886,88,95,92.63157894736842,17.76890163676292,79.03884044832719,16,phishing,0
236,22,31,70.96774193548387,29.524724296304505,71.3034278506472,11,password,0
382,36,39,92.3076923076923,0.0,93.68235287314113,14,social_engineering,0
295,27,47,57.446808510638306,53.133220906905265,47.94100880025496,14,wifi,1
110,9,60,15.0,80.80420993097432,20.029886317225767,5,wifi,2
401,38,63,60.317460317460316,40.98264862414595,64.25538762795145,11,password,1
166,16,17,94.11764705882352,27.29816889911491,79.3748303396368,17,wifi,0
223,21,36,58.333333333333336,41.04046135353609,57.7683656527124,13,phishing,1
264,25,36,69.44444444444444,25.829683510880816,70.21698147614906,1,social_engineering,1
296,29,30,96.66666666666667,5.533655607804969,89.65304233853692,8,phishing,0
248,24,39,61.53846153846154,40.90121281101989,52.991263923077554,4,phishing,1
207,16,37,43.24324324324324,49.45066567567112,41.70228596830938,19,wifi,2
127,12,73,16.43835616438356,68.02243895547947,28.826520621214794,0,phishing,2
289,24,78,30.76923076923077,59.70503894459071,35.69991489802495,2,wifi,2
692,67,70,95.71428571428572,32.65232687504131,76.67602084228683,5,social_engineering,0
118,9,57,15.789473684210526,73.30278237707057,27.8513941479303,4,social_engineering,2
37,2,28,7.142857142857142,90.52502796751965,6.420512813090496,20,phishing,2
110,8,13,61.53846153846154,37.46390713448005,64.14544488539387,10,password,1
469,44,44,100.0,8.73432282360916,84.04961120330475,4,wifi,0
208,17,73,23.28767123287671,61.08926839535508,37.79160658868898,0,wifi,2
494,46,58,79.3103448275862,31.717595540310626,70.80709088811065,16,phishing,0
47,3,26,11.538461538461538,84.00855507831821,15.769401557530813,18,wifi,2
501,46,53,86.79245283018868,25.623852742286644,72.41172327079984,13,wifi,0
248,21,39,53.84615384615385,60.687960391266586,49.189007386727376,11,password,1
346,33,55,60.0,42.07328000641453,65.53301523656401,9,password,1
153,14,15,93.33333333333333,7.874765743977193,94.59335341921161,3,phishing,0
100,7,46,15.217391304347828,81.84744357003042,19.54010365361523,20,password,2
203,18,33,54.54545454545454,49.8046333410372,52.60857625545448,17,phishing,1
444,41,55,74.54545454545455,19.94845975603028,74.07778240041839,10,social_engineering,0
443,40,62,64.51612903225806,28.565936030178424,69.33681883510795,1,phishing,1
94,5,69,7.246376811594203,73.13120252480694,17.657988133011045,17,social_engineering,2
543,51,72,70.83333333333334,35.013740119513265,64.49718063022327,6,phishing,1
252,25,94,26.595744680851062,71.33145911749995,29.529032561653324,14,wifi,2
366,33,41,80.48780487804879,16.252387889689018,78.30260683237518,10,password,0
622,58,96,60.416666666666664,60.88287833789137,48.39769860541891,17,social_engineering,1
89,5,42,11.904761904761903,86.27349594573849,21.915596273006337,11,phishing,2
345,32,76,42.10526315789473,63.64879397397518,40.79407073514294,5,password,2
222,20,27,74.07407407407408,25.524526690506303,75.14320588480095,19,phishing,0
253,21,34,61.76470588235294,56.1278056906087,51.271577502344996,12,password,1
238,20,63,31.746031746031743,55.45217614067606,37.1608707357932,19,password,2
44,3,67,4.477611940298507,92.60864853553642,13.201547349961281,15,phishing,2
788,74,76,97.36842105263158,1.7551689191271542,90.74124736020981,17,social_engineering,0
293,29,55,52.72727272727272,62.40532317951056,43.478890071477544,9,social_engineering,1
328,30,33,90.9090909090909,11.188402889191774,84.32694847583537,7,wifi,0
251,23,41,56.09756097560976,51.4340710806855,56.10774053967828,17,password,1
564,54,56,96.42857142857143,20.524782845327394,88.35605903118056,20,wifi,0
92,8,95,8.421052631578947,74.16932395091006,18.806595437192254,0,wifi,2
37,2,32,6.25,80.72415335678062,18.529358744527244,7,phishing,2
332,30,75,40.0,61.519967569638304,48.0997799936154,5,phishing,2
375,36,36,100.0,14.271734316898643,85.39641440256429,4,phishing,0
74,3,11,27.27272727272727,68.95178042850785,38.31917002178306,5,password,2
271,23,99,23.232323232323232,73.22365821149873,28.55097223112766,14,phishing,2
93,5,26,19.230769230769234,80.58081719109002,16.92578096730201,1,phishing,2
11,1,42,2.380952380952381,92.63989062087592,3.075780489641489,0,password,2
134,10,18,55.55555555555556,42.93525100335608,51.129210818365664,10,password,1
71,3,52,5.769230769230769,84.92263966993998,20.313324157613966,9,social_engineering,2
173,14,57,24.561403508771928,63.92806863462469,33.80274150183586,17,phishing,2
79,5,48,10.416666666666668,76.11987661723356,24.105632626781464,17,phishing,2
492,48,51,94.11764705882352,14.207010824132626,85.63949877589101,16,phishing,0
302,29,35,82.85714285714286,26.45588633983852,75.0896942448241,7,social_engineering,0
567,55,59,93.22033898305084,29.786221191924692,77.52532172056635,14,phishing,0
41,1,34,2.941176470588235,100.0,8.91679624865682,7,social_engineering,2
171,14,33,42.42424242424242,55.5319029086049,42.61978126287144,16,wifi,2
134,10,22,45.45454545454545,68.41473348489734,38.13564495722871,11,social_engineering,2
